"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3091189,"December 9, 2024",Ohio,Akron,"1500 block of Evergreen Ave",1,0,0,0,0,N/A
3090540,"December 8, 2024",Florida,Gainesville,"Williston Rd",1,0,0,0,0,N/A
3089585,"December 7, 2024",Pennsylvania,Rockwood,"100 block of Barron Church Rd",1,0,0,0,0,N/A
3089430,"December 6, 2024",Louisiana,Sulphur,"Michael Ln",1,0,0,0,1,N/A
3089250,"December 6, 2024",Nevada,"Las Vegas","4700 block of E Craig Rd",1,0,0,0,0,N/A
3089174,"December 6, 2024",California,Fresno,"5231 N Fresno St",1,0,0,0,0,N/A
3092449,"December 5, 2024",Mississippi,Grenada,"N Abutment Ramp",1,0,0,0,0,N/A
3086200,"December 2, 2024",California,"Rancho Cucamonga","8250 Day Creek Blvd",1,0,0,0,0,N/A
3085544,"December 1, 2024",Kentucky,Frankfort,"Leathers Ln",1,0,0,0,1,N/A
3085985,"December 1, 2024",Louisiana,"Lake Charles","Tom Hebert Rd",1,0,0,1,0,N/A
3084735,"November 30, 2024",Louisiana,"New Orleans","2215 Willow St",1,0,0,0,0,N/A
3087320,"November 29, 2024",Texas,Houston,"700 block of N Sam Houston Pkwy",1,0,0,0,1,N/A
3085500,"November 29, 2024","South Dakota","Rapid City","Deadwood Ave and W Omaha St",1,0,0,0,1,N/A
3082544,"November 27, 2024",Vermont,Bristol,"Adirondack View",1,0,0,0,0,N/A
3080733,"November 25, 2024","New York",Rochester,"100 block of Copley St",1,0,0,0,0,N/A
3080427,"November 25, 2024",Texas,Tomball,"19923 Stone Creek Ct",1,0,0,0,1,N/A
3080820,"November 24, 2024",Pennsylvania,Johnstown,"100 block of Sheridan St",1,0,0,0,1,N/A
3080567,"November 23, 2024","South Carolina",Sumter,"Utah Cir",1,0,0,0,1,N/A
3081433,"November 23, 2024",Florida,Kissimmee,"Caribbean View Terrace",1,0,0,0,0,N/A
3079376,"November 22, 2024",California,Merced,"Childs Ave and B St",1,0,0,0,0,N/A
3079398,"November 22, 2024","South Carolina",Gaffney,"862 McKowns Mountain Rd",1,0,0,0,1,N/A
3078163,"November 21, 2024",California,Fresno,"890 W Belmont Ave",1,0,0,0,0,N/A
3077819,"November 21, 2024",Kentucky,Louisville,"5500 block of Overbrook Woods Pl",1,0,0,0,0,N/A
3076813,"November 19, 2024",Virginia,"Newport News","4200 block of Newsome Dr",1,0,0,0,0,N/A
3075451,"November 18, 2024","South Carolina",Windsor,"300 block of Wendy Ln",1,0,0,0,0,N/A
3075201,"November 18, 2024",Alabama,Semmes,"8500 block of Moffett Rd",1,0,0,0,0,N/A
3073643,"November 16, 2024",Texas,Austin,"1934 Rutland Dr",1,0,0,0,1,N/A
3074698,"November 16, 2024","North Carolina",Greenville,"2060 Quail Ridge Dr",1,0,0,0,1,N/A
3075502,"November 15, 2024",Texas,"Corpus Christi (North Padre Island)",N/A,1,0,0,0,0,N/A
3072678,"November 14, 2024",Colorado,Gunbarrel,"4700 block of Jamestown St",1,0,0,0,0,N/A
3070770,"November 10, 2024",Mississippi,Madison,N/A,1,0,0,0,0,N/A
3069516,"November 10, 2024",Oregon,"Halfway (Sunset)","OR-86 and N Pine Rd",1,0,0,0,0,N/A
3068811,"November 10, 2024",Georgia,Atlanta,"1048 Conley Rd SE",1,0,0,0,0,N/A
3070453,"November 10, 2024","North Carolina","High Point","1800 block of Abberton Way",1,0,0,0,0,N/A
3069278,"November 10, 2024",Indiana,Greenwood,"1100 block of Crescent Dr",1,0,0,0,1,N/A
3068107,"November 9, 2024",Ohio,Springfield,"4400 block of Reno Rd",1,0,0,0,1,N/A
3067740,"November 9, 2024",Minnesota,Glyndon,"4600 block of 90th Ave N",1,0,0,0,0,N/A
3068224,"November 9, 2024",Louisiana,Baker,"1020 Florida Ave",1,0,0,0,1,N/A
3068279,"November 9, 2024",Oregon,Portland,"75 SE 146th Ave",1,0,0,1,1,N/A
3070305,"November 7, 2024",Michigan,Westland,"Alamo Ct and Grand Traverse St",1,0,0,0,0,N/A
3065122,"November 5, 2024",Texas,"Fort Worth","3500 block of Ave L",1,0,0,0,0,N/A
3065016,"November 5, 2024",Kentucky,"Louisville (Shively)","4417 Dixie Hwy",1,0,0,0,1,N/A
3064510,"November 4, 2024",Georgia,Valdosta,"500 block of Brookdale Cir",1,0,0,0,1,N/A
3063260,"November 3, 2024",Pennsylvania,Philadelphia,"3831 I St",1,0,0,0,0,N/A
3191450,"November 2, 2024",Missouri,Grandview,"Dundee Cir",1,0,0,0,0,N/A
3063624,"November 2, 2024","South Carolina",Kershaw,"Flat Rock Rd",1,0,0,0,0,N/A
3064027,"November 2, 2024",Pennsylvania,Hartstown,"Atlantic Rd",1,0,0,0,0,N/A
3063525,"November 2, 2024",Virginia,Woodbridge,"2250 Prince William Pkwy",1,0,0,0,1,N/A
3060971,"October 31, 2024",Florida,Mulberry,"Levins Rd",1,0,0,0,1,N/A
3060883,"October 31, 2024",Louisiana,"Ville Platte","N Morein St",1,0,0,0,1,N/A
3060937,"October 30, 2024",Florida,Clewiston,"702 S Lopez St",1,0,0,0,0,N/A
3059932,"October 29, 2024","South Carolina",Summerville,"Sawmill Branch Trl",1,1,0,0,1,N/A
3059972,"October 29, 2024",Texas,Paris,"320 Stone Ave",1,0,0,0,0,N/A
3059227,"October 28, 2024",Utah,"Salt Lake City","260 S 500 E",1,0,0,0,0,N/A
3057988,"October 28, 2024",Louisiana,Baker,"2200 block of S Magnolia Dr",1,0,0,0,0,N/A
3057480,"October 26, 2024",Wisconsin,Milwaukee,"N 48th St and W Clarke St",1,0,0,0,1,N/A
3054942,"October 24, 2024",Florida,Ocala,"15000 block of SW 48th Ave",1,0,0,0,1,N/A
3055455,"October 24, 2024","Rhode Island","Central Falls","22 Earle St",1,0,0,0,1,N/A
3052659,"October 21, 2024",Minnesota,Minneapolis,"2318 Jefferson St NE",1,0,0,0,0,N/A
3052826,"October 21, 2024",Texas,"San Antonio","7400 block of Merton Minter",1,0,0,0,0,N/A
3054558,"October 20, 2024",Texas,Seguin,"2300 block of Leissner School Rd",1,0,0,0,0,N/A
3052834,"October 20, 2024",Ohio,Cincinnati,"2700 block of E Tower Dr",1,0,0,0,1,N/A
3055143,"October 19, 2024","North Carolina","High Point","448 Ridgebrooke Dr",1,0,0,0,0,N/A
3052483,"October 19, 2024",Nevada,"Las Vegas","5000 block of Hacienda Ave",1,0,0,0,1,N/A
3053995,"October 17, 2024",Missouri,"Ripley (county)",N/A,1,0,0,0,1,N/A
3050055,"October 17, 2024",California,Lancaster,"44123 Dahlia St",1,0,0,0,0,N/A
3050075,"October 16, 2024",Nevada,"Las Vegas","7100 block of Bramble Ct",1,0,0,0,1,N/A
3050430,"October 16, 2024",Georgia,Brunswick,"Habersham St",1,0,0,0,0,N/A
3047177,"October 13, 2024",Arizona,Flagstaff,"792 N Canyon Terrace Dr",1,0,0,0,1,N/A
3045808,"October 12, 2024",Minnesota,"Minneapolis (Brooklyn Park)","7900 block of Lee Ave N",1,0,0,0,1,N/A
3046538,"October 12, 2024",California,Springville,"48200 Bear Creek Rd",1,0,0,0,0,N/A
3047917,"October 12, 2024",Georgia,Tifton,"1100 block of S Central Ave",1,0,0,0,0,N/A
3043840,"October 8, 2024","North Carolina",Greenville,"628 Deborah Ct",1,0,0,0,0,N/A
3042431,"October 7, 2024",Texas,"El Paso","3300 block of E San Antonio Ave",1,0,0,0,1,N/A
3043165,"October 6, 2024",Oklahoma,"Sand Springs","4813 S Grenada Ave",1,0,0,0,1,N/A
3042912,"October 6, 2024",Arizona,"Lake Havasu City","2172 Barranca Dr",1,0,0,0,1,N/A
3042398,"October 6, 2024",Louisiana,Meraux,"4500 block of E St Bernard Hwy",1,0,0,0,0,N/A
3085461,"October 4, 2024",Utah,Elsinore,"1890 N Flat Canyon Loop Rd",1,0,0,0,1,N/A
3039542,"October 2, 2024",Georgia,Decatur,"1909 Shamrock Dr",1,0,0,0,0,N/A
3044327,"October 2, 2024",California,Dorris,N/A,1,0,0,0,1,N/A
3039358,"October 1, 2024",Arkansas,Magnolia,"Bessie St",1,0,0,0,1,N/A
3038785,"October 1, 2024",Florida,"Pensacola (Warrington)","10085 N Loop Rd",1,0,0,0,1,N/A
3037873,"September 30, 2024",Florida,"Fort Lauderdale (Tamarac)","5700 Rock Island Rd",1,0,0,0,0,N/A
3038386,"September 28, 2024",Oklahoma,Edmond,"Abeline Ave",1,0,0,0,0,N/A
3035354,"September 26, 2024","North Carolina",Wilmington,"300 block of Campus Cove",1,0,0,0,1,N/A
3034070,"September 21, 2024",Arkansas,Trumann,N/A,1,0,0,0,0,N/A
3030642,"September 21, 2024",Alaska,Fairbanks,N/A,1,0,0,0,0,N/A
3030265,"September 20, 2024","South Carolina","Rock Hill","Barrow Ct",1,0,0,0,0,N/A
3029188,"September 19, 2024",Florida,Ocala,"300 block of SE 32nd Ave",1,0,0,0,1,N/A
3032973,"September 18, 2024",Minnesota,"Minneapolis (New Hope)","6000 block of Quebec Ave N",1,0,0,0,1,N/A
3027918,"September 18, 2024","South Carolina","Great Falls","Washington St",1,0,0,0,0,N/A
3026287,"September 16, 2024",Florida,"Fort Lauderdale (Wilton Manors)","403 NW 25th St",1,0,0,0,1,N/A
3134540,"September 16, 2024",Florida,"West Palm Beach","Parker Ave",1,0,0,0,1,N/A
3035218,"September 15, 2024",Alaska,Fairbanks,"Eielson St",1,0,0,0,1,N/A
3024664,"September 14, 2024",Tennessee,Nashville,"1200 block of N 2nd St",1,0,0,0,0,N/A
3023277,"September 13, 2024","North Carolina",Charlotte,"8500 block of Burnt Umber Dr",1,0,0,0,1,N/A
3021976,"September 11, 2024",Iowa,Oskaloosa,"2600 block of 250th St",1,0,0,0,0,N/A
3020199,"September 9, 2024",Wisconsin,Milwaukee,"743 S 24th St",1,0,0,0,1,N/A
3019261,"September 8, 2024",Georgia,Columbus,"4000 block of Holly Ave",1,0,0,0,1,N/A
3017533,"September 6, 2024",Tennessee,Antioch,"200 block of British Woods Dr",1,0,0,0,1,N/A
3016054,"September 4, 2024",Louisiana,"Baton Rouge","5151 Highland Rd",1,0,0,0,1,N/A
3015442,"September 4, 2024",Michigan,Laingsburg,"7835 E Price Rd",1,0,0,0,0,N/A
3013945,"September 2, 2024",Missouri,"Saint Louis","700 block of Thrush Ave",1,0,0,0,0,N/A
3013581,"September 2, 2024",Utah,Lehi,"3569 N Thanksgiving Way",1,0,0,0,0,N/A
3112863,"September 2, 2024","South Dakota","Pine Ridge",N/A,1,0,0,0,1,N/A
3011981,"September 1, 2024",Louisiana,Brusly,"Bordeaux St and Orleans Quarters Dr",1,0,0,0,0,N/A
3012823,"September 1, 2024",Missouri,"Saint Louis (Jennings)","9400 block of Auburn Dr",1,0,0,0,1,N/A
3012145,"September 1, 2024",Pennsylvania,Nanticoke,"Minden Ct",1,0,0,0,1,N/A
3011506,"August 30, 2024",Texas,"Royse City","6100 block of Co Rd 2597",1,0,0,0,1,N/A
3015009,"August 30, 2024",Georgia,Hiram,"152 Village Dr",1,0,0,0,0,N/A
3008313,"August 28, 2024","District of Columbia",Washington,"DC-295 and Eastern Ave NE",1,0,0,0,0,N/A
3007676,"August 26, 2024",Mississippi,Greenville,"1343 Causey Dr",1,0,0,0,1,N/A
3004600,"August 24, 2024",Minnesota,Minneapolis,"3400 block of N Logan Ave",1,0,0,0,0,N/A
3004430,"August 23, 2024","South Carolina",Sumter,"226 N Washington St",2,0,0,0,0,N/A
3003085,"August 22, 2024",Utah,Santaquin,"66 E 780 S",1,0,0,0,0,N/A
3003096,"August 20, 2024","South Dakota","Sioux Falls","800 block of W 7th St",1,0,0,0,1,N/A
2998871,"August 18, 2024",Indiana,Indianapolis,"4500 block of Golden Meadow Dr",1,0,0,0,0,N/A
2998531,"August 18, 2024",Indiana,Indianapolis,"3600 block of N Dearborn St",1,0,0,0,0,N/A
2998536,"August 17, 2024",Arkansas,Russellville,"400 block of Ashford Dr",1,0,0,0,0,N/A
2997715,"August 17, 2024","South Carolina",Columbia,"1200 block of King St",1,0,0,0,1,N/A
2996798,"August 15, 2024",Indiana,"Fort Wayne","2900 block of Winter St",1,0,0,0,0,N/A
2996130,"August 14, 2024",Kentucky,Owensboro,"4300 block of Gateway",1,0,0,0,1,N/A
2995483,"August 13, 2024",Mississippi,Tunica,"2661 Old Highway 61",1,0,0,0,0,N/A
2994601,"August 13, 2024",Pennsylvania,Darby,"400 block of Darby Terrace",1,0,0,0,0,N/A
2993393,"August 12, 2024",Mississippi,"Moss Point","Kevin Dr",1,0,0,0,0,N/A
2994339,"August 12, 2024","New York",Syracuse,"200 block of Westmoreland Ave",1,0,0,0,3,N/A
2992928,"August 12, 2024",Illinois,Chicago,"4600 block of S Evans Ave",1,0,0,0,0,N/A
2993532,"August 11, 2024",Alabama,"Mobile (Prichard)","500 block of Snyder Dr",1,0,0,0,1,N/A
2994327,"August 10, 2024","North Carolina","Carolina Beach","305 S Lake Park Blvd",1,0,0,0,0,N/A
2989967,"August 7, 2024",Texas,Houston,"6869 Arto St",2,0,0,0,0,N/A
2990974,"August 7, 2024","South Carolina",Eutawville,"269 Fountain Lake Dr",1,0,0,0,0,N/A
2988385,"August 6, 2024",Texas,"San Antonio","12324 Starcrest Dr",1,0,0,0,0,N/A
2989245,"August 6, 2024","South Carolina",Anderson,"Fox Creek Rd",1,0,0,0,0,N/A
2988408,"August 5, 2024",Utah,"Salt Lake City","1616 W Snow Queen Pl",1,0,0,0,1,N/A
2988144,"August 4, 2024",Louisiana,"Baton Rouge","1700 block of Sora St",1,0,0,0,0,N/A
2987920,"August 4, 2024",Ohio,Cincinnati,"3000 block of Laverne Dr",1,0,0,0,1,N/A
2989114,"August 2, 2024",Arizona,"Casa Grande","700 E Rodeo Rd",1,0,0,0,1,N/A
2984060,"July 30, 2024",Indiana,Indianapolis,"W 46th St",1,0,0,0,0,N/A
2982939,"July 30, 2024",Florida,Orlando,"1100 block of Easton St",1,0,0,0,1,N/A
2982763,"July 30, 2024",Indiana,Indianapolis,"4400 block of Braemar Dr",1,0,0,0,1,N/A
2981940,"July 28, 2024",Idaho,Gooding,N/A,1,0,0,0,0,N/A
2983906,"July 27, 2024",Michigan,Fenton,"Hartwood Dr",1,0,0,0,0,N/A
2985677,"July 26, 2024",Arizona,Prescott,"1400 Paradise Valley Rd",1,0,0,0,0,N/A
2979881,"July 26, 2024",Arizona,Surprise,"N Bullard Ave and W Old Oak Ln",1,0,0,0,0,N/A
3023618,"July 25, 2024",Arizona,Kingman,"4200 block of Bond St",1,0,0,0,0,N/A
2978744,"July 25, 2024",Louisiana,Jeanerette,"2519 Martin Luther King Dr",1,4,0,1,1,N/A
2977898,"July 24, 2024",Tennessee,Nashville,"2071 Oakwood Ave",1,0,0,0,0,N/A
2976953,"July 21, 2024","New Mexico",Portales,"300 block of S Ave E",1,0,0,0,1,N/A
2975113,"July 21, 2024",Florida,"Saint Petersburg","8198 49th Ave N",1,0,0,0,0,N/A
3024289,"July 18, 2024",Virginia,Linden,"288 Apple Jack Cir",1,0,0,0,1,N/A
2971582,"July 18, 2024",Louisiana,Lafayette,"100 block of Bryan St",1,0,0,0,0,N/A
2970948,"July 17, 2024",Louisiana,Hammond,"48000 block of Red Fox Dr",1,0,0,0,0,N/A
2971534,"July 17, 2024",California,Madera,"300 block of Washington Ct",1,0,0,0,1,N/A
2970748,"July 16, 2024",Louisiana,Covington,"100 block of Eagle Landing Dr",1,0,0,0,0,N/A
2969795,"July 16, 2024",Ohio,Cincinnati,"9700 block of Arvin Ave",1,0,0,0,0,N/A
2969612,"July 15, 2024","South Carolina",Simpsonville,"5001 Ballantyne Dr",1,0,0,0,0,N/A
2967535,"July 12, 2024",Kentucky,Irvine,"Clark Rd",1,0,0,0,0,N/A
2964645,"July 9, 2024",Missouri,"Kansas City","2400 block of College Ave",1,0,0,0,1,N/A
2961611,"July 7, 2024",Alabama,Birmingham,"9248 Parkway E",1,0,0,0,1,N/A
2962084,"July 6, 2024",Tennessee,Memphis,"4000 block of W Gadwell Dr",1,0,0,0,1,N/A
2961277,"July 5, 2024","South Carolina",Charleston,"104 N Romney St",1,2,0,0,1,N/A
2963772,"July 5, 2024",Idaho,Nampa,"16802 Nash Rd",1,0,0,0,0,N/A
2959107,"July 4, 2024",Arkansas,"Little Rock","12614 Saint Charles Blvd",1,0,0,0,0,N/A
2958925,"July 3, 2024",Georgia,Douglas,"1450 Bowens Mill Rd SE",1,0,0,0,0,N/A
2957780,"July 3, 2024","New York",Rochester,"28 Rialto St",1,0,0,0,1,N/A
2958685,"July 3, 2024",Georgia,Rossville,"Neal Dr",1,0,0,0,0,N/A
2960580,"July 3, 2024",Texas,Houston,"6353 Richmond Ave",1,0,0,0,0,N/A
2957199,"July 2, 2024",Florida,"Winter Haven","218 Ave F SE",1,0,0,0,1,N/A
2956175,"July 1, 2024",Maryland,Columbia,"Harpers Farm Rd",1,0,0,0,0,N/A
2955441,"July 1, 2024",Texas,Lubbock,"2500 block of Cornell St",1,0,0,0,1,N/A
2954036,"June 30, 2024",Texas,Houston,"9109 Fondren Rd",1,0,0,0,1,N/A
2955663,"June 29, 2024",Kentucky,Carrollton,"1496 Whites Run Rd",1,0,0,0,0,N/A
2954483,"June 29, 2024","South Carolina",Florence,"Wrenfield Rd",1,1,0,0,0,N/A
2953725,"June 29, 2024",Arizona,Maricopa,"20600 block of N Wilford Ave",1,0,0,0,0,N/A
2955420,"June 28, 2024",Oklahoma,"Oklahoma City","1237 SE 29th St",1,0,0,0,0,N/A
2952232,"June 26, 2024",Arizona,Tucson,"5255 S Park Ave",1,0,0,1,1,N/A
2952680,"June 26, 2024",Louisiana,"Jackson (county)",N/A,1,0,0,0,0,N/A
2979388,"June 25, 2024",Texas,Austin,"12200 block of Kelton Dr",1,0,0,0,1,N/A
2950109,"June 23, 2024",Georgia,Shannon,"E Second St Ext",1,0,0,1,1,N/A
2945800,"June 21, 2024",Ohio,Canton,"3950 Convenience Dr",1,0,0,0,1,N/A
2946060,"June 21, 2024",Missouri,Springfield,"2800 block of E Linwood St",1,0,0,0,1,N/A
2949165,"June 21, 2024",Tennessee,Kingsport,"400 block of Barnett Dr",1,0,0,0,1,N/A
2942579,"June 16, 2024",Alabama,"Muscle Shoals","2807 Woodward Ave",1,0,0,0,1,N/A
2940035,"June 15, 2024",California,"Panorama City","9404 Van Nuys Blvd",0,0,1,0,0,N/A
2942710,"June 14, 2024",Mississippi,"Attala county (county)",N/A,1,0,0,0,0,N/A
2940216,"June 13, 2024",Arizona,Scottsdale,"N 76th St and N Greenway Hayden Loop",1,0,0,0,0,N/A
2939487,"June 12, 2024",Florida,Rockledge,"3843 DeQuattro Dr",1,0,0,0,0,N/A
2938138,"June 12, 2024",Georgia,Athens,"100 block of Nowhere Rd",1,0,0,0,1,N/A
2938150,"June 12, 2024",Louisiana,Alexandria,"209 Sunset Dr",1,0,0,0,1,N/A
2936905,"June 10, 2024",Arizona,Yuma,"S 3rd Ave and E 20th St",1,0,0,0,1,N/A
2936301,"June 9, 2024",Texas,"Fort Worth","4451 South Fwy",1,0,0,0,1,N/A
2936580,"June 9, 2024",Oregon,"Cottage Grove","2100 block of E Main St",1,0,0,0,0,N/A
2933983,"June 7, 2024",Utah,Randolph,"165 W Canyon St",1,0,0,0,0,N/A
2934755,"June 7, 2024","West Virginia",Bluefield,"Chicory Rd",1,0,0,0,1,N/A
2932898,"June 5, 2024",Maryland,Cumberland,"Glenn St",1,0,0,0,0,N/A
2933255,"June 5, 2024",Florida,Middleburg,"100 block of Aster Ave",1,0,0,0,1,N/A
2931680,"June 4, 2024",Louisiana,"Baton Rouge","1900 block of Kansas St",1,0,0,0,1,N/A
2931158,"June 3, 2024",Florida,Pensacola,"4500 block of Montclair Rd",1,0,0,0,1,N/A
2928880,"June 2, 2024","New York",Brooklyn,"80 Osborn St",1,0,0,0,1,N/A
2932011,"June 2, 2024",Texas,Irving,N/A,1,0,0,0,1,N/A
2929485,"June 1, 2024","New Jersey","North Brunswick","N Oaks Blvd",1,0,0,0,1,N/A
2926936,"May 31, 2024",Wisconsin,Milwaukee,"2100 block of W Orchard St",1,0,0,0,1,N/A
2927182,"May 31, 2024",Georgia,Decatur,"6117 Covington Hwy",0,0,1,0,1,N/A
2925881,"May 29, 2024",Georgia,Norcross,"5985 Oakbrook Pkwy",1,0,0,0,0,N/A
2922836,"May 27, 2024",Wisconsin,Milwaukee,"E Center St and N Humboldt Blvd",1,0,0,0,1,N/A
2924785,"May 26, 2024",Georgia,Waycross,"3400 block of Albany Hwy",1,0,0,0,1,N/A
2921704,"May 25, 2024",Tennessee,Franklin,"1417 Hanson Dr",1,0,0,0,1,N/A
2921342,"May 25, 2024",Louisiana,Opelousas,"100 block of Willard Ln",1,0,0,0,1,N/A
2967573,"May 22, 2024",Alabama,Shorter,N/A,1,0,0,0,0,N/A
2913262,"May 18, 2024",Texas,"Fort Worth","300 block of E Seminary Dr",1,0,0,0,0,N/A
3082338,"May 16, 2024",Florida,"West Palm Beach","840 Avon Rd",1,0,0,0,1,N/A
2910645,"May 15, 2024",Michigan,Flint,"700 block of E Philadelphia Blvd",1,0,0,0,0,N/A
2911691,"May 15, 2024",Florida,"Palm Beach Gardens (Riviera Beach)","3305 Ave J",1,0,0,0,1,N/A
2918670,"May 15, 2024",Virginia,Suffolk,"White Marsh Rd",1,0,0,0,0,N/A
2912194,"May 14, 2024",Oregon,Enterprise,"68000 block of Elk Mountain Rd",1,0,0,0,0,N/A
2910136,"May 14, 2024",Indiana,Indianapolis,"W Vermont St and N White River Pkwy Dr W",1,0,0,0,0,N/A
2900969,"May 5, 2024",Ohio,Euclid,"800 block of E 236th St",1,0,0,0,0,N/A
2900662,"May 5, 2024",Tennessee,Nashville,"914 16th Ave N",1,0,0,0,0,N/A
2901002,"May 4, 2024",Illinois,Chicago,"9800 block of S Hoxie Ave",1,0,0,0,1,N/A
2900062,"May 3, 2024","New York",Syracuse,"1521 S State St",1,0,0,0,1,N/A
2898042,"May 1, 2024",Wisconsin,Milwaukee,"N 28th St and W Concordia Ave",1,0,0,0,1,N/A
2897626,"May 1, 2024","North Carolina",Pembroke,"Roberts Ave",1,0,0,0,1,N/A
2896313,"April 29, 2024",Virginia,Luray,"400 block of Pass Run Rd",1,0,0,0,0,N/A
2894067,"April 29, 2024",Tennessee,Clarksville,"1123 Hazel Dr",1,0,0,0,0,N/A
2893348,"April 28, 2024",Alabama,Huntsville,"196 Jeff Rd NW",1,0,0,0,0,N/A
2894374,"April 28, 2024",Delaware,Wilmington,"3314 Wilson St",1,0,0,0,0,N/A
2897117,"April 28, 2024",Pennsylvania,Luthersburg,"Bearfield Rd",1,0,0,0,1,N/A
2895875,"April 27, 2024",Nebraska,"South Sioux City","2701 Flatwater Dr",1,0,0,0,1,N/A
2891674,"April 26, 2024",Florida,"Saint Petersburg","1421 43rd St S",1,0,0,0,1,N/A
2890959,"April 25, 2024",Florida,"Hollywood (Miramar)","10767 N Preserve Way",1,0,0,0,0,N/A
2891870,"April 25, 2024","New Hampshire",Conway,"36 Council Rd",1,0,0,0,1,N/A
2887177,"April 20, 2024",Michigan,Jackson,"900 block of Maple Ave",1,0,0,0,0,N/A
2885631,"April 19, 2024","North Carolina",Hickory,"1000 block of Finger Bridge Rd",1,0,0,0,0,N/A
2884823,"April 18, 2024","North Carolina",Kinston,"2600 block of Dean Dr",1,0,0,0,0,N/A
2883625,"April 17, 2024","South Carolina",Scranton,"1100 block of Clover Hill Rd",1,0,0,0,0,N/A
2883574,"April 16, 2024",Missouri,"Kansas City","7400 block of E 51st St",1,0,0,0,0,N/A
2881312,"April 16, 2024",Arizona,Tucson,"300 block of N Indian House Rd",1,0,0,0,1,N/A
2880048,"April 14, 2024",Virginia,Lynchburg,"1125 Main St",1,1,0,0,0,N/A
2880367,"April 14, 2024",Iowa,Eldora,"800 block of 12th St",1,0,0,0,1,N/A
2879104,"April 13, 2024",Washington,Renton,"Camas Ave NE and Edmonds Ave NE",1,0,0,0,1,N/A
2878085,"April 12, 2024",Florida,"Cocoa (Port Saint John)","Balfern St",1,0,0,0,0,N/A
2878774,"April 12, 2024",Florida,Cantonment,"1300 block of Wishbone Rd",1,0,0,0,1,N/A
2878520,"April 11, 2024",Pennsylvania,Lebanon,"700 block of Lehman St",1,0,0,0,1,N/A
2876956,"April 10, 2024","South Carolina",Greenwood,"1401 Phoenix St",1,0,0,0,1,N/A
2877163,"April 10, 2024",Wisconsin,Madison,"1900 block of Northport Dr",1,0,0,0,1,N/A
2876553,"April 10, 2024",Ohio,"Valley City","900 block of Marks Rd",1,0,0,0,0,N/A
2875227,"April 9, 2024",Ohio,Orient,"11781 State Rte 762",1,0,0,0,1,N/A
2874165,"April 7, 2024",Tennessee,Memphis,"1900 block of Frisco Ave",1,0,0,0,0,N/A
2874524,"April 7, 2024",Arizona,Phoenix,"N 7th Ave and E Mountain View Rd",1,0,0,0,1,N/A
